Address,Town,Mature,Lease Commence Date,Floor Area Map,Lat,Long,Nearest_MRT,Distance_to_MRT,Nearest_Mall,Distance_to_Mall
197 BISHAN ST 13,BISHAN,1,1987,"{'4 ROOM': 84.0, '5 ROOM': 121.0}",1.34909908028044,103.850673737521,Bishan MRT,0.224,Junction 8,0.262
197 PASIR RIS ST 12,PASIR RIS,1,1993,"{'4 ROOM': 106.0, '5 ROOM': 124.0}",1.36640299690077,103.960738659652,Tampines East MRT,1.323,White Sands,0.086
197 RIVERVALE DR,SENGKANG,0,2001,"{'4 ROOM': 91.0, '5 ROOM': 111.0}",1.39260720460019,103.903563470108,Sengkang MRT,0.904,Rivervale Mall,0.111
197A BOON LAY DR,JURONG WEST,0,2015,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.3441061022632,103.713719208827,Lakeside MRT,0.804,Jurong Point,0.938
197A PUNGGOL FIELD,PUNGGOL,0,2003,{'5 ROOM': 110.0},1.39977425428162,103.906849841015,Punggol MRT,0.751,Rivervale Mall,0.883
197B BOON LAY DR,JURONG WEST,0,2015,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.3437815486012,103.713531362621,Lakeside MRT,0.826,Jurong Point,0.901
197B PUNGGOL FIELD,PUNGGOL,0,2003,{'5 ROOM': 110.0},1.40013151118101,103.906647584844,Punggol MRT,0.707,Waterway Point,0.881
197C BOON LAY DR,JURONG WEST,0,2015,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.34340319524201,103.713686073692,Lakeside MRT,0.813,Jurong Point,0.894
197D BOON LAY DR,JURONG WEST,0,2015,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.34360788485586,103.713869400316,Lakeside MRT,0.79,Jurong Point,0.923
198 BOON LAY DR,JURONG WEST,0,1976,{'5 ROOM': 112.0},1.3444211304079,103.714343745983,Lakeside MRT,0.735,Jurong Point,1.015
198 PASIR RIS ST 12,PASIR RIS,1,1993,{'5 ROOM': 124.0},1.36697256341726,103.960009214113,Tampines East MRT,1.339,White Sands,0.176
199 BOON LAY DR,JURONG WEST,0,1976,{'5 ROOM': 121.0},1.3437063240188,103.714484938377,Lakeside MRT,0.721,Jurong Point,0.988
199 PASIR RIS ST 12,PASIR RIS,1,1993,{'5 ROOM': 123.0},1.36734267382393,103.959675966403,Pasir Ris MRT,1.318,White Sands,0.231
199 TOA PAYOH NTH,TOA PAYOH,1,1982,{'3 ROOM': 65.0},1.34203351013688,103.850648936995,Braddell MRT,0.483,Junction 8,0.963
199A PUNGGOL FIELD,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39977299599902,103.906001152235,Punggol MRT,0.687,Rivervale Mall,0.859
199B PUNGGOL FIELD,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.39996997980383,103.9057511815,Punggol MRT,0.653,Waterway Point,0.841
199C PUNGGOL FIELD,PUNGGOL,0,2003,{'5 ROOM': 110.0},1.40064708187083,103.906006617712,Punggol MRT,0.616,Waterway Point,0.793
199D PUNGGOL FIELD,PUNGGOL,0,2003,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.40045544227107,103.906207948142,Punggol MRT,0.647,Waterway Point,0.823
1A CANTONMENT RD,CENTRAL AREA,0,2011,"{'4 ROOM': 95.0, '5 ROOM': 105.0}",1.27784271048219,103.840965923691,Outram Park MRT,0.285,100 AM,0.457
1B CANTONMENT RD,CENTRAL AREA,0,2011,"{'4 ROOM': 93.0, '5 ROOM': 107.0}",1.27779940676005,103.841403430465,Outram Park MRT,0.31,100 AM,0.425
1C CANTONMENT RD,CENTRAL AREA,0,2011,"{'4 ROOM': 93.0, '5 ROOM': 106.0}",1.27744909387079,103.841666679651,Outram Park MRT,0.359,100 AM,0.376
1D CANTONMENT RD,CENTRAL AREA,0,2011,"{'4 ROOM': 93.0, '5 ROOM': 107.0}",1.27692024304713,103.841485788369,Outram Park MRT,0.402,100 AM,0.34
1E CANTONMENT RD,CENTRAL AREA,0,2011,"{'4 ROOM': 93.0, '5 ROOM': 107.0}",1.27662168427368,103.841156142262,Outram Park MRT,0.421,100 AM,0.343
1F CANTONMENT RD,CENTRAL AREA,0,2011,"{'4 ROOM': 95.0, '5 ROOM': 107.0}",1.27598699469414,103.841191762017,Outram Park MRT,0.49,100 AM,0.297
1G CANTONMENT RD,CENTRAL AREA,0,2011,"{'4 ROOM': 93.0, '5 ROOM': 105.0}",1.27553229128302,103.841274606704,Tanjong Pagar MRT,0.508,100 AM,0.266
2 BEACH RD,KALLANG/WHAMPOA,1,1979,{'3 ROOM': 68.0},1.30403300585898,103.864928408355,Lavender MRT,0.443,Aperia Mall,0.768
2 BEDOK STH AVE 1,BEDOK,1,1976,{'3 ROOM': 65.0},1.32130118793544,103.933299574181,Bedok MRT,0.474,Bedok Mall,0.59
2 CHAI CHEE RD,BEDOK,1,1983,"{'3 ROOM': 75.0, '4 ROOM': 103.0, '5 ROOM': 133.0}",1.32681005570681,103.922775477106,Bedok MRT,0.861,Bedok Mall,0.756
2 DELTA AVE,BUKIT MERAH,1,1985,{'5 ROOM': 122.0},1.29173412228908,103.82802613443,Tiong Bahru MRT,0.626,Valley Point,0.182
2 DOVER RD,QUEENSTOWN,1,1975,"{'3 ROOM': 65.0, '5 ROOM': 147.0}",1.30310343884227,103.782905027596,one-north MRT,0.628,The Star Vista,0.749
2 EVERTON PK,BUKIT MERAH,1,1980,"{'3 ROOM': 72.0, '5 ROOM': 127.0}",1.27741630337522,103.839330846341,Outram Park MRT,0.324,100 AM,0.557
2 GHIM MOH RD,QUEENSTOWN,1,1976,"{'3 ROOM': 65.0, '5 ROOM': 150.0}",1.31237872986354,103.786971451599,Buona Vista MRT,0.776,The Star Vista,0.623
2 HAIG RD,GEYLANG,1,1976,{'4 ROOM': 92.0},1.31229349318871,103.897692815712,Paya Lebar MRT,0.817,Kinex,0.418
2 HOLLAND AVE,QUEENSTOWN,1,1974,"{'3 ROOM': 65.0, '4 ROOM': 88.0, '5 ROOM': 130.0}",1.30934498335733,103.795559353753,Holland Village MRT,0.335,The Star Vista,0.836
2 HOUGANG AVE 3,HOUGANG,0,1975,{'3 ROOM': 59.0},1.36313720753256,103.893184540903,Hougang MRT,0.807,Heartland Mall Kovan,0.977
