Address,Town,Mature,Lease Commence Date,Floor Area Map,Lat,Long,Nearest_MRT,Distance_to_MRT,Nearest_Mall,Distance_to_Mall
889B WOODLANDS DR 50,WOODLANDS,0,2017,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.43780529526113,103.792896090852,Woodlands MRT,0.767,Causeway Point,0.826
889C WOODLANDS DR 50,WOODLANDS,0,2017,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.43781260724005,103.79240942154,Woodlands MRT,0.714,Causeway Point,0.774
889D WOODLANDS DR 50,WOODLANDS,0,2017,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.43778127256862,103.792079496533,Woodlands MRT,0.677,Causeway Point,0.737
89 BEDOK NTH ST 4,BEDOK,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 89.0}",1.33233468349262,103.938051284737,Bedok Reservoir MRT,0.802,East Village,0.908
89 C'WEALTH DR,QUEENSTOWN,1,1967,"{'2 ROOM': 48.0, '3 ROOM': 60.0}",1.30537797355378,103.799323866169,Commonwealth MRT,0.342,The Star Vista,1.225
89 DAWSON RD,QUEENSTOWN,1,2016,"{'3 ROOM': 65.0, '4 ROOM': 83.0, '5 ROOM': 99.0}",1.29546316937491,103.811785236884,Queenstown MRT,0.643,Anchorpoint,1.071
89 TANGLIN HALT RD,QUEENSTOWN,1,2008,"{'3 ROOM': 60.0, '4 ROOM': 90.0, '5 ROOM': 110.0}",1.30120035372775,103.798921874569,Commonwealth MRT,0.164,The Star Vista,1.332
890A TAMPINES AVE 1,TAMPINES,1,2015,"{'3 ROOM': 69.0, '4 ROOM': 93.0}",1.34672448664678,103.933876119392,Tampines West MRT,0.525,Century Square,1.27
890A WOODLANDS DR 50,WOODLANDS,0,2017,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.43828221158378,103.793216471148,Woodlands MRT,0.811,Causeway Point,0.874
890B TAMPINES AVE 1,TAMPINES,1,2015,"{'3 ROOM': 69.0, '4 ROOM': 93.0}",1.34690555756363,103.933409216927,Tampines West MRT,0.58,Century Square,1.306
890B WOODLANDS DR 50,WOODLANDS,0,2017,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.43823874589707,103.792452185805,Woodlands MRT,0.727,Causeway Point,0.792
890C TAMPINES AVE 1,TAMPINES,1,2015,"{'3 ROOM': 69.0, '4 ROOM': 93.0}",1.34731357875035,103.933767368291,Tampines West MRT,0.556,Century Square,1.25
891 TAMPINES AVE 8,TAMPINES,1,1997,{'4 ROOM': 101.0},1.34920948684933,103.931126953177,Tampines West MRT,0.911,Century Square,1.453
891A TAMPINES AVE 8,TAMPINES,1,1997,{'4 ROOM': 101.0},1.3487101011193,103.930963369098,Tampines West MRT,0.904,Century Square,1.485
891A WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 118.0}",1.43774346901468,103.791171851068,Woodlands MRT,0.577,Causeway Point,0.639
891B WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.43791227793029,103.79053981455,Woodlands MRT,0.512,Causeway Point,0.579
892 TAMPINES AVE 8,TAMPINES,1,1997,{'EXECUTIVE': 137.0},1.34901282859006,103.929242816227,Tampines West MRT,1.094,Century Square,1.662
892A TAMPINES AVE 8,TAMPINES,1,1997,{'EXECUTIVE': 141.0},1.34877669308884,103.929694521418,Tampines West MRT,1.037,Century Square,1.619
892A WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 118.0}",1.43726918605213,103.790432362073,Woodlands MRT,0.488,Causeway Point,0.546
892B WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 119.0}",1.43758961828961,103.789673572257,Woodlands MRT,0.41,Causeway Point,0.477
893 TAMPINES AVE 8,TAMPINES,1,1997,{'EXECUTIVE': 137.0},1.34847087534367,103.930228303778,Tampines West MRT,0.97,Century Square,1.571
893A TAMPINES AVE 8,TAMPINES,1,1997,{'EXECUTIVE': 137.0},1.34823505007642,103.93068020188,Tampines West MRT,0.914,Century Square,1.53
893A WOODLANDS DR 50,WOODLANDS,0,1996,{'EXECUTIVE': 138.0},1.43684431239404,103.79061311257,Woodlands MRT,0.505,Causeway Point,0.555
893B WOODLANDS DR 50,WOODLANDS,0,1996,{'EXECUTIVE': 140.0},1.4368443229914,103.789844833919,Woodlands MRT,0.42,Causeway Point,0.471
893C WOODLANDS DR 50,WOODLANDS,0,1996,{'EXECUTIVE': 144.0},1.43631842730197,103.790460126264,Woodlands MRT,0.492,Causeway Point,0.532
893D WOODLANDS DR 50,WOODLANDS,0,1996,{'EXECUTIVE': 144.0},1.43631845206637,103.789947950224,Woodlands MRT,0.435,Causeway Point,0.475
894 TAMPINES ST 81,TAMPINES,1,1989,{'EXECUTIVE': 146.0},1.34860420057258,103.931922138374,Tampines West MRT,0.802,Century Square,1.386
894A TAMPINES ST 81,TAMPINES,1,1988,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.34801389150921,103.931916653887,Tampines West MRT,0.776,Century Square,1.408
894A WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 119.0}",1.43601133588258,103.7903668585,Woodlands MRT,0.486,Causeway Point,0.52
894B WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.43600943919705,103.789507492911,Woodlands MRT,0.393,Causeway Point,0.424
894C WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 119.0}",1.43563853621561,103.790326073447,Woodlands MRT,0.491,Causeway Point,0.517
894D WOODLANDS DR 50,WOODLANDS,0,1996,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.43563830011225,103.789459334951,Woodlands MRT,0.399,Causeway Point,0.421
895 TAMPINES ST 81,TAMPINES,1,1988,{'EXECUTIVE': 146.0},1.34778263902831,103.931593522645,Tampines West MRT,0.801,Century Square,1.451
895A TAMPINES ST 81,TAMPINES,1,1988,{'EXECUTIVE': 146.0},1.34767895311776,103.932456598668,Tampines West MRT,0.707,Century Square,1.366
895A WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 117.0}",1.43607371173984,103.791488541391,Woodlands MRT,0.608,Causeway Point,0.645
895B WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 117.0}",1.4356389803296,103.791654565327,Woodlands MRT,0.635,Causeway Point,0.664
895C WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 117.0}",1.43566901015181,103.792604837224,Woodlands MRT,0.738,Causeway Point,0.77
896 TAMPINES ST 81,TAMPINES,1,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34830327385557,103.932451735683,Tampines West MRT,0.734,Century Square,1.341
896A TAMPINES ST 81,TAMPINES,1,1988,{'EXECUTIVE': 146.0},1.34859717844799,103.932546348288,Tampines West MRT,0.739,Century Square,1.321
896A WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 117.0}",1.43646755646399,103.793072616108,Woodlands MRT,0.78,Causeway Point,0.822
896B WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 118.0}",1.43692442499246,103.792568796601,Woodlands MRT,0.723,Causeway Point,0.772
896C WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 118.0}",1.4367617558598,103.793339992473,Woodlands MRT,0.809,Causeway Point,0.855
897 TAMPINES ST 81,TAMPINES,1,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34778195416916,103.93454244497,Tampines West MRT,0.501,Century Square,1.15
897A TAMPINES ST 81,TAMPINES,1,1988,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.34752649765261,103.935183992573,Tampines West MRT,0.425,Century Square,1.1
897A WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 118.0}",1.43649098814063,103.793972071847,Woodlands MRT,0.88,Causeway Point,0.922
897B WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 118.0}",1.43605136306912,103.793998410947,Woodlands MRT,0.886,Causeway Point,0.924
897C WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 118.0}",1.43574395739063,103.794134055957,Woodlands MRT,0.905,Causeway Point,0.939
898 TAMPINES ST 81,TAMPINES,1,1988,"{'3 ROOM': 74.0, '4 ROOM': 107.0}",1.3472811716457,103.934756968904,Tampines West MRT,0.454,Century Square,1.155
898A TAMPINES ST 81,TAMPINES,1,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34681318250334,103.934887284051,Tampines West MRT,0.42,Century Square,1.169
898A WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 118.0}",1.43537224460869,103.794675132372,Woodlands South MRT,0.901,Causeway Point,1.001
898B WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 118.0}",1.43514317476086,103.795210548115,Admiralty MRT,0.883,Causeway Point,1.063
899 TAMPINES ST 81,TAMPINES,1,1988,"{'3 ROOM': 74.0, '4 ROOM': 104.0}",1.34652914183515,103.935453703307,Tampines West MRT,0.35,Century Square,1.134
899A TAMPINES ST 81,TAMPINES,1,1988,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.34632473579465,103.935008515937,Tampines West MRT,0.392,Century Square,1.187
899A WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 118.0}",1.43580504809942,103.795253987843,Admiralty MRT,0.83,Causeway Point,1.064
899B WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 99.0, '5 ROOM': 118.0}",1.43613334812003,103.795264283363,Admiralty MRT,0.807,Causeway Point,1.065
899C WOODLANDS DR 50,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 118.0}",1.43656985578908,103.795261266334,Admiralty MRT,0.778,Causeway Point,1.066
8A BOON TIONG RD,BUKIT MERAH,1,2005,"{'4 ROOM': 100.0, '5 ROOM': 115.0}",1.28652536951665,103.830124811691,Tiong Bahru MRT,0.349,Tiong Bahru Plaza,0.346
8A UPP BOON KENG RD,KALLANG/WHAMPOA,1,2017,"{'3 ROOM': 70.0, '4 ROOM': 95.0, '5 ROOM': 116.0}",1.31291757072948,103.869743094328,Kallang MRT,0.242,Aperia Mall,0.685
8B BOON TIONG RD,BUKIT MERAH,1,2005,"{'4 ROOM': 100.0, '5 ROOM': 115.0}",1.2870169493471,103.830303346649,Tiong Bahru MRT,0.379,Tiong Bahru Plaza,0.371
8B UPP BOON KENG RD,KALLANG/WHAMPOA,1,2017,"{'3 ROOM': 70.0, '4 ROOM': 95.0, '5 ROOM': 116.0}",1.31234447247543,103.869898299245,Kallang MRT,0.191,Aperia Mall,0.684
8C UPP BOON KENG RD,KALLANG/WHAMPOA,1,2017,"{'4 ROOM': 88.0, '5 ROOM': 113.0}",1.31316945825099,103.870819299852,Kallang MRT,0.197,Aperia Mall,0.808
9 BEDOK STH AVE 2,BEDOK,1,1993,{'5 ROOM': 133.0},1.32320974180703,103.936904011861,Bedok MRT,0.774,Bedok Mall,0.867
9 BOON KENG RD,KALLANG/WHAMPOA,1,2011,"{'3 ROOM': 70.0, '4 ROOM': 94.0, '5 ROOM': 109.0}",1.31605118149851,103.861218698544,Bendemeer MRT,0.329,Aperia Mall,0.651
9 CANTONMENT CL,BUKIT MERAH,1,2002,"{'3 ROOM': 60.0, '4 ROOM': 90.0, '5 ROOM': 110.0}",1.27530180077967,103.839207273761,Outram Park MRT,0.557,100 AM,0.481
9 EUNOS CRES,GEYLANG,1,1978,{'4 ROOM': 91.0},1.32179869884385,103.902774741744,Eunos MRT,0.23,Singpost Centre,0.93
9 GLOUCESTER RD,KALLANG/WHAMPOA,1,1976,{'4 ROOM': 91.0},1.3135861663611,103.85169992386,Farrer Park MRT,0.343,City Square Mall,0.598
9 HAIG RD,GEYLANG,1,1976,{'3 ROOM': 59.0},1.31443381495978,103.896061149264,Paya Lebar MRT,0.526,Kinex,0.149
9 HOLLAND AVE,QUEENSTOWN,1,1974,"{'3 ROOM': 65.0, '4 ROOM': 86.0}",1.3075559256341,103.794443576453,Buona Vista MRT,0.475,The Star Vista,0.673
9 JLN BATU,KALLANG/WHAMPOA,1,1970,{'2 ROOM': 48.0},1.30283219012693,103.882979059119,Mountbatten MRT,0.369,Kallang Wave Mall,1.093
9 JLN KUKOH,CENTRAL AREA,0,1982,"{'2 ROOM': 54.0, '3 ROOM': 66.0}",1.2876742577682,103.838857901085,Havelock MRT,0.593,Robertson Walk,0.549
9 JLN RUMAH TINGGI,BUKIT MERAH,1,1984,{'5 ROOM': 136.0},1.28881615319911,103.80820528928,Queenstown MRT,0.68,Anchorpoint,0.356
9 JOO SENG RD,TOA PAYOH,1,2017,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.33494820274271,103.879540608882,Bartley MRT,0.837,The Woodleigh Mall,0.971
9 LOR 7 TOA PAYOH,TOA PAYOH,1,1970,{'3 ROOM': 66.0},1.337504820026,103.857839466376,Braddell MRT,1.266,The Poiz Centre,1.333
9 MARSILING DR,WOODLANDS,0,1976,{'5 ROOM': 117.0},1.44129152941254,103.776449738052,Marsiling MRT,1.01,Causeway Point,1.183
9 PINE CL,GEYLANG,1,1997,"{'4 ROOM': 102.0, '5 ROOM': 120.0}",1.30946949657983,103.882437524567,Mountbatten MRT,0.375,Kallang Wave Mall,1.254
9 SELEGIE RD,CENTRAL AREA,0,1974,"{'2 ROOM': 45.0, '3 ROOM': 56.0, '4 ROOM': 84.0}",1.30346096156272,103.850709313633,Rochor MRT,0.233,The Cathay,0.571
9 ST. GEORGE'S RD,KALLANG/WHAMPOA,1,1985,{'4 ROOM': 84.0},1.32372379609506,103.862995082822,Boon Keng MRT,0.434,The Poiz Centre,1.041
9 TOH YI DR,BUKIT TIMAH,1,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.33830479751081,103.773541593643,Beauty World MRT,0.379,Kap Mall,0.659
90 BEDOK NTH ST 4,BEDOK,1,1978,"{'4 ROOM': 89.0, '5 ROOM': 117.0}",1.33214927189672,103.940449941907,Tanah Merah MRT,0.857,East Village,0.641
90 C'WEALTH DR,QUEENSTOWN,1,1967,"{'2 ROOM': 48.0, '3 ROOM': 60.0}",1.30542325975214,103.799674631374,Commonwealth MRT,0.362,The Star Vista,1.263
90 DAWSON RD,QUEENSTOWN,1,2016,"{'3 ROOM': 65.0, '4 ROOM': 83.0, '5 ROOM': 99.0}",1.29540163896319,103.812185563953,Queenstown MRT,0.686,Anchorpoint,1.098
90 TANGLIN HALT RD,QUEENSTOWN,1,2008,"{'3 ROOM': 60.0, '4 ROOM': 90.0, '5 ROOM': 110.0}",1.30051700920519,103.79897627676,Commonwealth MRT,0.236,The Star Vista,1.375
902 JURONG WEST ST 91,JURONG WEST,0,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.33911645731896,103.686609779665,Pioneer MRT,1.203,Jurong Point,2.232
902 TAMPINES AVE 4,TAMPINES,1,1984,{'4 ROOM': 104.0},1.35128036439795,103.939195191948,Tampines West MRT,0.647,Century Square,0.527
903 JURONG WEST ST 91,JURONG WEST,0,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.33971747972051,103.68606107405,Pioneer MRT,1.274,Jurong Point,2.293
903 TAMPINES AVE 4,TAMPINES,1,1984,"{'4 ROOM': 103.0, '5 ROOM': 133.0}",1.35097636296861,103.93976105184,Tampines West MRT,0.625,Century Square,0.476
904 JURONG WEST ST 91,JURONG WEST,0,1988,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.34022784221162,103.68593674423,Pioneer MRT,1.299,Jurong Point,2.308
905 JURONG WEST ST 91,JURONG WEST,0,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34047046707712,103.68523426304,Pioneer MRT,1.381,Jurong Point,2.387
906 JURONG WEST ST 91,JURONG WEST,0,1989,{'EXECUTIVE': 145.0},1.34122050548925,103.685228417825,Pioneer MRT,1.404,Jurong Point,2.393
906 TAMPINES AVE 4,TAMPINES,1,1983,{'4 ROOM': 104.0},1.35029345117119,103.940005137333,Tampines West MRT,0.559,Century Square,0.482
907 JURONG WEST ST 91,JURONG WEST,0,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34114017250984,103.685930810656,Pioneer MRT,1.326,Jurong Point,2.315
907 TAMPINES AVE 4,TAMPINES,1,1984,"{'3 ROOM': 73.0, '4 ROOM': 104.0}",1.35061228147276,103.939397414558,Tampines West MRT,0.577,Century Square,0.528
908 JURONG WEST ST 91,JURONG WEST,0,1989,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.34052158448265,103.686374490218,Pioneer MRT,1.26,Jurong Point,2.261
908 TAMPINES AVE 4,TAMPINES,1,1983,{'4 ROOM': 104.0},1.35054009247178,103.938716143463,Tampines West MRT,0.56,Century Square,0.602
909 HOUGANG ST 91,HOUGANG,0,1997,"{'4 ROOM': 102.0, '5 ROOM': 122.0}",1.37844828552468,103.882856903411,Buangkok MRT,1.274,Hougang 1,0.484
909 JURONG WEST ST 91,JURONG WEST,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34117518124864,103.68645214091,Pioneer MRT,1.272,Jurong Point,2.257
909 TAMPINES AVE 4,TAMPINES,1,1984,"{'3 ROOM': 73.0, '4 ROOM': 104.0, 'EXECUTIVE': 146.0}",1.35019740098746,103.939407095255,Tampines West MRT,0.532,Century Square,0.546
90A TELOK BLANGAH ST 31,BUKIT MERAH,1,2018,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.27773457800288,103.807093263136,Labrador Park MRT,0.723,Anchorpoint,1.232
90B TELOK BLANGAH ST 31,BUKIT MERAH,1,2018,{'4 ROOM': 93.0},1.27728367741324,103.806916176715,Labrador Park MRT,0.671,Anchorpoint,1.278
91 BEDOK NTH ST 4,BEDOK,1,1978,"{'4 ROOM': 91.0, '5 ROOM': 117.0}",1.33254881363421,103.940369649715,Tanah Merah MRT,0.893,East Village,0.654
91 C'WEALTH DR,QUEENSTOWN,1,1967,"{'2 ROOM': 48.0, '3 ROOM': 60.0, '4 ROOM': 138.0}",1.30587034566154,103.799763604345,Commonwealth MRT,0.412,The Star Vista,1.267
91 DAWSON RD,QUEENSTOWN,1,2016,"{'3 ROOM': 65.0, '4 ROOM': 83.0, '5 ROOM': 99.0}",1.29534041095665,103.812585191493,Queenstown MRT,0.729,Anchorpoint,1.126
91 LOR 3 TOA PAYOH,TOA PAYOH,1,1970,{'3 ROOM': 68.0},1.33822603074183,103.848596916655,Braddell MRT,0.292,Junction 8,1.363
91 PAYA LEBAR WAY,GEYLANG,1,1972,"{'3 ROOM': 58.0, '5 ROOM': 116.0}",1.32268116095086,103.886737921495,MacPherson MRT,0.588,Paya Lebar Square,0.779
91 TANGLIN HALT RD,QUEENSTOWN,1,2008,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.30072792288033,103.799417284922,Commonwealth MRT,0.237,The Star Vista,1.406
910 HOUGANG ST 91,HOUGANG,0,1997,{'4 ROOM': 93.0},1.37888844287052,103.882827300133,Buangkok MRT,1.256,Hougang 1,0.513
910 JURONG WEST ST 91,JURONG WEST,0,1988,{'EXECUTIVE': 145.0},1.34205519672862,103.68628857834,Pioneer MRT,1.323,Jurong Point,2.286
910 TAMPINES ST 91,TAMPINES,1,1984,{'4 ROOM': 104.0},1.34981662888398,103.938742161124,Tampines West MRT,0.479,Century Square,0.631
911 HOUGANG ST 91,HOUGANG,0,1998,{'4 ROOM': 90.0},1.37893748878497,103.883857081014,Buangkok MRT,1.151,Hougang 1,0.605
911 JURONG WEST ST 91,JURONG WEST,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34181837063727,103.686836939175,Pioneer MRT,1.257,Jurong Point,2.222
911 TAMPINES ST 91,TAMPINES,1,1984,{'4 ROOM': 104.0},1.34983189105156,103.939568613828,Tampines West MRT,0.496,Century Square,0.55
912 HOUGANG ST 91,HOUGANG,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37849281015329,103.884016382567,Buangkok MRT,1.159,Hougang 1,0.592
912 JURONG WEST ST 91,JURONG WEST,0,1988,{'EXECUTIVE': 146.0},1.34135800681512,103.687269647605,Pioneer MRT,1.194,Jurong Point,2.169
912 TAMPINES ST 91,TAMPINES,1,1984,"{'4 ROOM': 103.0, '5 ROOM': 133.0}",1.34943561239534,103.939252333523,Tampines West MRT,0.445,Century Square,0.603
913 HOUGANG ST 91,HOUGANG,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37806574390647,103.884040659173,Buangkok MRT,1.181,Hougang 1,0.571
913 JURONG WEST ST 91,JURONG WEST,0,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.34189152044615,103.687576856746,Pioneer MRT,1.184,Jurong Point,2.141
913 TAMPINES ST 91,TAMPINES,1,1984,{'4 ROOM': 104.0},1.34886928075247,103.938985222573,Tampines West MRT,0.378,Century Square,0.663
914 HOUGANG ST 91,HOUGANG,0,1998,"{'4 ROOM': 101.0, '5 ROOM': 121.0}",1.37753160372111,103.884018612884,Buangkok MRT,1.216,Hougang 1,0.544
914 JURONG WEST ST 91,JURONG WEST,0,1988,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.34145537092651,103.687970250455,Pioneer MRT,1.125,Jurong Point,2.092
914 TAMPINES ST 91,TAMPINES,1,1984,"{'3 ROOM': 73.0, '4 ROOM': 104.0}",1.34902777063214,103.939568394541,Tampines West MRT,0.41,Century Square,0.6
915 HOUGANG ST 91,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.37752183749176,103.883813276017,Hougang MRT,1.233,Hougang 1,0.523
915 JURONG WEST ST 91,JURONG WEST,0,1988,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.34108918953192,103.687870332112,Pioneer MRT,1.12,Jurong Point,2.099
915 TAMPINES ST 91,TAMPINES,1,1984,"{'3 ROOM': 73.0, '4 ROOM': 105.0}",1.3486056231626,103.939564083361,Tampines West MRT,0.366,Century Square,0.631
916 HOUGANG AVE 9,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37491294204266,103.884293734049,Hougang MRT,1.022,Hougang 1,0.543
916 JURONG WEST ST 91,JURONG WEST,0,1988,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.34069322660253,103.687815550891,Pioneer MRT,1.112,Jurong Point,2.102
916 TAMPINES ST 91,TAMPINES,1,1984,{'4 ROOM': 104.0},1.34863107372522,103.940290409375,Tampines West MRT,0.403,Century Square,0.571
917 HOUGANG AVE 9,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37499383603395,103.883486736367,Hougang MRT,1.104,Hougang 1,0.453
917 JURONG WEST ST 91,JURONG WEST,0,1988,"{'3 ROOM': 73.0, '4 ROOM': 103.0}",1.34034412790429,103.687842202472,Pioneer MRT,1.097,Jurong Point,2.097
918 HOUGANG AVE 9,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37558451584825,103.883516297929,Hougang MRT,1.134,Hougang 1,0.45
918 JURONG WEST ST 91,JURONG WEST,0,1989,{'EXECUTIVE': 142.0},1.34057937455948,103.687170663318,Pioneer MRT,1.176,Jurong Point,2.173
919 HOUGANG AVE 4,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.3759986435899,103.884121407611,Hougang MRT,1.102,Hougang 1,0.518
919 JURONG WEST ST 91,JURONG WEST,0,1988,"{'4 ROOM': 104.0, '5 ROOM': 127.0}",1.33992655116461,103.687354276108,Pioneer MRT,1.138,Jurong Point,2.15
91A TELOK BLANGAH ST 31,BUKIT MERAH,1,2018,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.27666192078908,103.807127959576,Labrador Park MRT,0.631,Anchorpoint,1.35
92 BEDOK NTH AVE 4,BEDOK,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 94.0}",1.33244414877355,103.941297978178,Tanah Merah MRT,0.811,East Village,0.55
92 C'WEALTH DR,QUEENSTOWN,1,1967,"{'2 ROOM': 48.0, '3 ROOM': 60.0}",1.30573175327771,103.800253694336,Commonwealth MRT,0.424,The Star Vista,1.323
92 DAWSON RD,QUEENSTOWN,1,2016,"{'3 ROOM': 65.0, '4 ROOM': 97.0, '5 ROOM': 99.0}",1.29512086158743,103.81115001607,Queenstown MRT,0.567,Anchorpoint,0.995
92 LOR 4 TOA PAYOH,TOA PAYOH,1,1967,{'3 ROOM': 60.0},1.33807081646129,103.849457178811,Braddell MRT,0.376,Junction 8,1.382
92 PIPIT RD,GEYLANG,1,1997,"{'4 ROOM': 102.0, '5 ROOM': 120.0}",1.32319473990265,103.887350625629,MacPherson MRT,0.502,Paya Lebar Square,0.758
920 HOUGANG ST 91,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37682252239848,103.884082693756,Hougang MRT,1.161,Hougang 1,0.527
920 JURONG WEST ST 92,JURONG WEST,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.33981029705454,103.688318667097,Pioneer MRT,1.031,Jurong Point,2.042
921 HOUGANG ST 91,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37639888861394,103.884100743983,Hougang MRT,1.13,Hougang 1,0.52
921 JURONG WEST ST 92,JURONG WEST,0,1988,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.33954694804925,103.688905094967,Pioneer MRT,0.961,Jurong Point,1.977
921 TAMPINES ST 91,TAMPINES,1,1984,{'4 ROOM': 103.0},1.34829167331945,103.940744738218,Tampines West MRT,0.401,Century Square,0.567
922 HOUGANG ST 91,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37637123592055,103.883519603693,Hougang MRT,1.181,Hougang 1,0.456
922 JURONG WEST ST 92,JURONG WEST,0,1988,"{'4 ROOM': 108.0, '5 ROOM': 122.0}",1.33919816252852,103.689367475622,Pioneer MRT,0.902,Jurong Point,1.925
922 TAMPINES ST 91,TAMPINES,1,1984,"{'4 ROOM': 103.0, '5 ROOM': 133.0}",1.3474951052091,103.940762770964,Tampines West MRT,0.34,Century Square,0.639
923 HOUGANG AVE 9,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37612888392923,103.882894860894,Hougang MRT,1.224,Hougang 1,0.383
923 JURONG WEST ST 92,JURONG WEST,0,1989,"{'4 ROOM': 108.0, '5 ROOM': 122.0}",1.3395365030556,103.689799865223,Pioneer MRT,0.864,Jurong Point,1.877
924 HOUGANG AVE 9,HOUGANG,0,1998,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.37629501553762,103.882146024079,Hougang MRT,1.305,Hougang 1,0.304
924 JURONG WEST ST 92,JURONG WEST,0,1988,{'4 ROOM': 108.0},1.34026317516032,103.689828390364,Pioneer MRT,0.885,Jurong Point,1.876
924 TAMPINES ST 91,TAMPINES,1,1983,"{'3 ROOM': 73.0, '4 ROOM': 104.0}",1.34679100571296,103.940776965834,Tampines West MRT,0.296,Century Square,0.706
